0	Female U.S.A 18-24 Caucasian SomeHighSchool,NoDiploma	his partner gave the lecture for the day .	A person stands up to talk to students .
1	Male U.S.A 25-34 Ethnic-NativeAmerican Master	the bell was made of metal .	PEOPLES ARE SO ENJOYING THIS PLACE
0	Female U.K 25-34 Caucasian Bachelor	outside | a police gate separated the lines of tourists from the cathedral .	While walking around the city, the tourists were separated by the police .
1	Male U.S.A 18-24 African NoDegree	the church had wonderful spiritual pictures .	The wonderful glass art comes in all kind of shapes and sizes
1	Female U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	when i finished it i went for a short walk .	My morning walk was shorter than normal and I was finished earlier than normal .
0	Female U.S.A 25-34 Other SomeHighSchool,NoDiploma	the candlelight service was very fun .	At church we had a fun service by candlelight
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	i went to the backyard .	Look at all the beautiful snow in the backyard .
1	Male U.S.A 35-44 Caucasian Bachelor	later that afternoon we went on a raft ride . it was a great way to end the day .	After the tour we went on a short canoe trip .
0	Male U.S.A 18-24 EastAsian Bachelor	i decided today was a great day to get out and get some sun .	The sun was out and he decided to enjoy the day .
0	Male U.S.A 25-34 Caucasian Doctorate	then | they headed over to the reception venue for their very first dance as man and wife .	The couple danced at the reception .
1	Male U.S.A 35-44 Other TradeOrTechnicalOrVocationalTraining	this viking and his friend are a bit threatening .	The funniest was when the disguised viking acted as if he was threatening his friend, so histerical .
0	Female U.S.A 18-24 SouthAsian Master	the man was outside exploring the world .	The calm after the storm in the tropics
0	Female U.S.A 45-54 Ethnic-NativeAmerican NoDegree	the cheerleaders then showed their pride .	I wish I had half as much energies as the peppy cheerleaders .
1	Female U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	i went to the most amazing seafood market	Seeing the seafood market was amazing .
0	Female U.S.A 45-54 EastAsian NoDegree	many images were of half animal and half human creatures .	The works featured half-human, half-animal creatures .
0	Female U.S.A 25-34 Caucasian Master	the family met up at a restaraunt .	We went to dinner in a nice restaurant .
0	Male U.S.A 18-24 African Bachelor	they took pictures of all the different artwork .	They were fond of teasing each other about fashion choices .
0	Female U.S.A 18-24 African Bachelor	a few of us had a good laugh hanging up funny signs .	They made funny signs and hung them on the wall and made the relatives laugh .
0	Male U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	the new phone i got was a organization .	I was given a free phone and tickets to a race from the race car association .
0	Male U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	cheer leaders performed before the game .	Elsewhere, cheerleaders with golden pom poms stoked team spirit .
1	Female U.S.A 35-44 Caucasian SomeHighSchool,NoDiploma	we got the stroller out now and pavement and it was a lot easier .	Before leaving, we put baby back in the stroller that was waiting on the pavement, and took a pic that we like a  lot .
0	Female U.S.A 18-24 Other Bachelor	my grandparents and i decided to take a picture of our exciting day .	The boy was excited to see his grandparents and wanted a picture taken .
0	Female U.S.A 45-54 African HighSchool	organization had a huge display at the show .	Sam was taken with the red vehicle .
0	Male U.S.A 18-24 Caucasian NoDegree	we didnt care much for the police being there .	On Friday night the rides his bicycles in to town
0	Male U.S.A 25-34 SouthAsian Bachelor	had a little get together with some friends today .	My friends are starting to show up for my pre concert get together .
0	Male U.S.A 35-44 Other NoDegree	there were a lot of people that showed up .	There was a lot of people .
0	Female U.S.A 55-74 Caucasian HighSchool	double deck buses went by .	THERE IS A BUS
1	Male U.S.A 55-74 Caucasian Master	he sang an upbeat song .	They could accompany the singer .
0	Female U.S.A 25-34 PacificIslander NoDegree	we ended up at the best attraction at the end which we rode to relax .	IT IS A JAINT WHEEL
0	Female U.S.A 18-24 African HighSchool	the food is amazing .	He thought the meal was amazing .
1	Male U.S.A 25-34 Ethnic-NativeAmerican Master	my footprints leave a trail back into the house .	IT IS A SOIL
1	Female U.S.A 25-34 Caucasian NoDegree	when the preacher got up | the soldiers all saluted him .	It was time to say goodbye to another brother in arms .
1	Female U.S.A 35-44 Caucasian HighSchool	green trees meant another one down .	Then trees, which meant that I had to find something green .
1	Female U.S.A 35-44 African NoDegree	before enjoying the view .	Then we all sat out and ate on the boat
0	Female U.S.A 55-74 EastAsian NoDegree	it was cold outside | so we had to get all bundled up | but it was fun times .	!
1	Female U.S.A 25-34 Caucasian Bachelor	we hitched our way on a camel and rode off | that day done .	Finally he arrives at the camels to catch his ride home .
0	Male U.S.A 35-44 HispanicOrLatino TradeOrTechnicalOrVocationalTraining	i love big boats .	He didn't care what kind of boat it was, he just loved it .
1	Female U.S.A 25-34 Caucasian Bachelor	[female] ate her dessert first .	They also ate some delicious dessert .
1	Female U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	i had a great time at the award ceremony .	The time had arrived, and everyone excitedly awaited the award ceremony .
0	Male U.S.A 12-17 SouthAsian SomeHighSchool,NoDiploma	go tisei ! ! ! vote for me	Richard Tisei had a Vote for Tisei for US Congress in the parade .
0	Female U.S.A 45-54 Caucasian Bachelor	talking to the other guy who was just as nervous .	The first time parachuter is nervously talking to the guy .
0	Male U.K 35-44 Caucasian Bachelor	i started off the day with some black and white photography before i got underway . finding the right shot was hard | but i did pull it off | getting the one i wanted .	We started our site seeing tour at a bus station with big arches .
1	Female U.S.A 25-34 African NoDegree	people were dressed up in funny costumes when running .	Someone resembling Santa was leading the pack .
1	Male U.S.A 25-34 Ethnic-NativeAmerican Master	after hanging out outdoors he decided to take me to play one of favorite games | bowling .	IT IS A BALL
1	Female U.S.A 35-44 Caucasian TradeOrTechnicalOrVocationalTraining	the award was given to the brave americans .	A recognizition was presented to one country's by two others .
0	Female U.S.A 25-34 African SomeHighSchool,NoDiploma	i had already found a little friend to accompany me and i am pretty sure he wanted some of the food too .	Out there we found a pretty new friend .
1	Male U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	he talked to this girl for awhile and got her numer	Sally was thinking that maybe this time, she would finally let loose and go home with him .
1	Female U.S.A 18-24 Caucasian Bachelor	beer is great at taking pictures .	My dad is taking pictures of his beer .
0	Male U.S.A 18-24 HispanicOrLatino HighSchool	it was a great day for location and the fans were thrilled .	we were thrilled with our location between the fans
1	Female U.S.A 55-74 Caucasian Master	as soon as the bell rang | i hurried home . hours flew by | and soon it was time for my birthday party .	Karen went to Jill's house but she was feeling a little ignored .
1	Female U.S.A 35-44 Caucasian Master	we made the latest in cutting edge tech .	It was exciting to work with others in this cutting edge tech company .
1	Male U.S.A 35-44 HispanicOrLatino NoDegree	the mother is excited to get on the next ride .	The child enjoys another ride with her mom .
1	Female U.S.A 35-44 Caucasian Master	we also hired a magician for the kids to watch perform tricks .	All of the children were mezmerized .
1	Female U.S.A 18-24 Caucasian Bachelor	the whole group works together to try to figure out the meaning behind the piece as [female] leans in for a closer look .	They would still come, looking at each piece, deciphering the meaning, and I would watch them lean into my work as if it were just another wall, because they were never in my subjects .
1	Female U.S.A 35-44 Caucasian HighSchool	the group took a trip to location . they saw a lot of local architecture .	We took a trip, and saw a lot of the location we were told about .
0	Male U.S.A 45-54 PacificIslander Bachelor	there was all sorts of displays like this one which i thought was maybe a medicine man .	And spotted all sorts of medicine displays too .
1	Female U.S.A 55-74 Caucasian TradeOrTechnicalOrVocationalTraining	i 'm crossing the last road before i end up at the high school .	The school road crossing is where I cross the road to go to school .
1	Male U.S.A 18-24 EastAsian Edu-AssociateDegree	the girl friends were hanging out at the dorm .	Girl reading a magazine .
0	Male U.S.A 18-24 EastAsian HighSchool	some of her friends had to hide from her .	They both decided to hide from the rest of their friends .
1	Male U.S.A 25-34 Caucasian Doctorate	here is baby with her aunt jill and uncle tom .	the parents really were tired
0	Male U.S.A 55-74 Caucasian Edu-AssociateDegree	we went to visit the old part of the city .	Many tourists visit the city .
0	Female U.S.A 35-44 Other Master	he looks friends wonder if he can help us .	Hey, we are all friends here .
0	Female U.S.A 18-24 African HighSchool	we went out for a drive .	He had a serious face as he focused on driving .
1	Male U.S.A 35-44 Caucasian HighSchool	in other countries going to the dentist can be considered a privilege due to extreme poverty .	This dental clinic was in an area of extreme poverty, and was always busy .
0	Female U.S.A 18-24 EastAsian Bachelor	unfortunately | this year 's party came to an early end with a sudden rainstorm . no worries | we will be back next year !	It was a kid free night with no worries .
1	Female U.S.A 25-34 Caucasian Bachelor	he could see his goal in sight .	The runners headed towards the finish line .
0	Female U.S.A 45-54 EastAsian TradeOrTechnicalOrVocationalTraining	she looked really great in her wedding gown .	She looked beautiful in her wedding gown .
0	Female U.S.A 45-54 Caucasian Edu-AssociateDegree	outside i found yellow flowers and crossed off another color .	The scavenger hunt list contained yellow round flowers .
0	Male U.K 35-44 Caucasian NoDegree	everyone laughed at them .	But we laughed anyway .
0	Male U.S.A 25-34 SouthAsian Doctorate	some of the tallest buildings in the world .	Nearby were the world's tallest buildings .
0	Male U.S.A 25-34 Caucasian NoDegree	neighbor boy sadly watching his house burning.i can only imagine how that must feel .	Fire trucks arrived on the scene,Stay back the fire man told every one
0	Male U.S.A 25-34 Caucasian TradeOrTechnicalOrVocationalTraining	two soldiers sneak around a wall .	The soldiers are positioned by a wall and must sneak nearby quietly
0	Male U.S.A 18-24 Caucasian SomeHighSchool,NoDiploma	there was a plain resting on the runway .	The first item up was an old plain that had been abandon by a team of archeologst .
1	Male U.S.A 55-74 Caucasian Bachelor	everything was made with such attention to detail .	Everyone paid attention to the toy store clerk .
0	Male U.S.A 18-24 EastAsian NoDegree	the three amigos .	I gathered my amigos, and out we went .
1	Female U.K 18-24 Other NoDegree	the local kite club took advantage of the great weather .	Weather is so nice, everyone brought out the kite to the park
1	Non-binary U.S.A 18-24 Caucasian HighSchool	i think i did a pretty good interview as well .	The fish were shiny and pretty, and the interview was a success .
1	Female U.S.A 35-44 Caucasian Bachelor	first they stopped by the market for fruit and meat .	Everyone stopped at the meat market .
1	Female U.S.A 25-34 Caucasian HighSchool	everyone looking normal before the halloween party . that look wont last .	These friends won't settle for a normal party .
0	Female U.S.A 35-44 Other Edu-AssociateDegree	beautiful cake done by my brother in law . he has his own bakery downtown .	The night concludes with a piece of wedding cake .
1	Female U.S.A 45-54 EastAsian NoDegree	they had the chance to demonstrate their best musical talents .	They were able to demostrate their musical talents .
1	Female U.S.A 25-34 Caucasian NoDegree	a group of women gathered to cut fruit to sell at the local market .	Today there was a woman selling fruit at the market .
0	Male U.S.A 25-34 SouthAsian Bachelor	we had a nice cup of coffee on the waterfront property | overlooking this gorgeous view .	The sky looked weird .
0	Male U.S.A 25-34 African NoSchoolingCompleted	this food looked interesting | so i tried a sample .	They sold scraps of meat for cheap prices .
0	Male U.S.A 25-34 HispanicOrLatino TradeOrTechnicalOrVocationalTraining	it was an exciting day for everyone involved .	!
0	Male U.S.A 25-34 Caucasian SomeHighSchool,NoDiploma	this tree has natural bark to protect it from predators | but sometimes claws are able to penetrate .	The color of the tree served to protect bugs from predators .
0	Female U.S.A 18-24 African NoDegree	we made a little beach area to get away from the crowded beach so we could relwax and watch the waves .	Time to go home .
1	Female U.S.A 25-34 Caucasian Bachelor	thank you for the birthday present . i got something wonderful .	She had a wonderful birthday .
0	Female U.S.A 35-44 EastAsian Master	the park had a ride	This was our favorite ride at the park .
0	Male U.S.A 45-54 African TradeOrTechnicalOrVocationalTraining	it bucked me off in the snow and left me stranded .	The ground was covered in snow and it was white for as far as we could see .
0	Male U.S.A 45-54 African TradeOrTechnicalOrVocationalTraining	the children loved the independence day celebrations . they loved the trains that were part of the parade .	There was a special parade for kids who loved trains .
1	Male U.S.A 35-44 Caucasian Bachelor	one of the big events was the sack race . both my son and my daughter competed .	First up is the potato sack race
0	Female U.S.A 18-24 HispanicOrLatino Edu-AssociateDegree	biking to the market for some shopping .	I figured while I was biking I might as well go shopping at the market .
0	Male U.S.A 25-34 MiddleEastern NoDegree	i tried to use this rainbow art decoration for my remaining colors but it did n't count and i lost ...	The remaining task was something rainbow, and what I found was so pretty I lost track of time .
0	Male U.S.A 25-34 Caucasian Edu-AssociateDegree	some preferred to watch from the sidelines because they were n't as confident .	Shelia, ever the queen, watched the paper explosion on Angela with disgust  Her husband, Tim, kissed their friend, Zeke, behind her back .
0	Male U.S.A 18-24 Ethnic-NativeAmerican Master	oh | she 's eating a arm .	This zombie was eating an arm .
